"region","city","date","year","week","year_week","infections","new_infections"
"LK Tübingen","Neustetten","2021-03-04",2021,9,"2021-09",135,0.0
"LK Tübingen","Ofterdingen","2021-03-04",2021,9,"2021-09",186,3.0
"LK Tübingen","Rottenburg","2021-03-04",2021,9,"2021-09",1287,17.0
"LK Tübingen","Starzach","2021-03-04",2021,9,"2021-09",149,0.0
"LK Tübingen","Tübingen","2021-03-04",2021,9,"2021-09",2282,25.0
"LK Tübingen","Ammerbuch","2021-03-11",2021,10,"2021-10",308,3.0
"LK Tübingen","Bodelshausen","2021-03-11",2021,10,"2021-10",122,3.0
"LK Tübingen","Dettenhausen","2021-03-11",2021,10,"2021-10",104,0.0
"LK Tübingen","Dußlingen","2021-03-11",2021,10,"2021-10",165,4.0
"LK Tübingen","Gomaringen","2021-03-11",2021,10,"2021-10",235,5.0
"LK Tübingen","Hirrlingen","2021-03-11",2021,10,"2021-10",93,0.0
"LK Tübingen","Kirchentelllinsfurt","2021-03-11",2021,10,"2021-10",187,1.0
"LK Tübingen","Kusterdingen","2021-03-11",2021,10,"2021-10",246,0.0
"LK Tübingen","LK","2021-03-11",2021,10,"2021-10",6359,""
"LK Tübingen","Mössingen","2021-03-11",2021,10,"2021-10",713,8.0
"LK Tübingen","Nehren","2021-03-11",2021,10,"2021-10",91,2.0
"LK Tübingen","Neustetten","2021-03-11",2021,10,"2021-10",136,1.0
"LK Tübingen","Ofterdingen","2021-03-11",2021,10,"2021-10",190,4.0
"LK Tübingen","Rottenburg","2021-03-11",2021,10,"2021-10",1309,22.0
"LK Tübingen","Starzach","2021-03-11",2021,10,"2021-10",152,3.0
"LK Tübingen","Tübingen","2021-03-11",2021,10,"2021-10",2308,26.0
"LK Tübingen","Ammerbuch","2021-03-18",2021,11,"2021-11",319,11.0
"LK Tübingen","Bodelshausen","2021-03-18",2021,11,"2021-11",129,7.0
"LK Tübingen","Dettenhausen","2021-03-18",2021,11,"2021-11",105,1.0
"LK Tübingen","Dußlingen","2021-03-18",2021,11,"2021-11",170,5.0
"LK Tübingen","Gomaringen","2021-03-18",2021,11,"2021-11",238,3.0
"LK Tübingen","Hirrlingen","2021-03-18",2021,11,"2021-11",94,1.0
"LK Tübingen","Kirchentelllinsfurt","2021-03-18",2021,11,"2021-11",187,0.0
"LK Tübingen","Kusterdingen","2021-03-18",2021,11,"2021-11",251,5.0
"LK Tübingen","LK","2021-03-18",2021,11,"2021-11",6488,""
"LK Tübingen","Mössingen","2021-03-18",2021,11,"2021-11",719,6.0
"LK Tübingen","Nehren","2021-03-18",2021,11,"2021-11",96,5.0
"LK Tübingen","Neustetten","2021-03-18",2021,11,"2021-11",139,3.0
"LK Tübingen","Ofterdingen","2021-03-18",2021,11,"2021-11",192,2.0
"LK Tübingen","Rottenburg","2021-03-18",2021,11,"2021-11",1361,52.0
"LK Tübingen","Starzach","2021-03-18",2021,11,"2021-11",159,7.0
"LK Tübingen","Tübingen","2021-03-18",2021,11,"2021-11",2329,21.0
"LK Tübingen","Ammerbuch","2021-03-25",2021,12,"2021-12",328,9.0
"LK Tübingen","Bodelshausen","2021-03-25",2021,12,"2021-12",131,2.0
"LK Tübingen","Dettenhausen","2021-03-25",2021,12,"2021-12",105,0.0
"LK Tübingen","Dußlingen","2021-03-25",2021,12,"2021-12",178,8.0
"LK Tübingen","Gomaringen","2021-03-25",2021,12,"2021-12",241,3.0
"LK Tübingen","Hirrlingen","2021-03-25",2021,12,"2021-12",96,2.0
"LK Tübingen","Kirchentelllinsfurt","2021-03-25",2021,12,"2021-12",190,3.0
"LK Tübingen","Kusterdingen","2021-03-25",2021,12,"2021-12",254,3.0
"LK Tübingen","LK","2021-03-25",2021,12,"2021-12",6651,""
"LK Tübingen","Mössingen","2021-03-25",2021,12,"2021-12",728,9.0
"LK Tübingen","Nehren","2021-03-25",2021,12,"2021-12",96,0.0
"LK Tübingen","Neustetten","2021-03-25",2021,12,"2021-12",146,7.0
"LK Tübingen","Ofterdingen","2021-03-25",2021,12,"2021-12",195,3.0
"LK Tübingen","Rottenburg","2021-03-25",2021,12,"2021-12",1433,72.0
"LK Tübingen","Starzach","2021-03-25",2021,12,"2021-12",169,10.0
"LK Tübingen","Tübingen","2021-03-25",2021,12,"2021-12",2361,32.0
"LK Tübingen","Ammerbuch","2021-04-01",2021,13,"2021-13",344,16.0
"LK Tübingen","Bodelshausen","2021-04-01",2021,13,"2021-13",135,4.0
"LK Tübingen","Dettenhausen","2021-04-01",2021,13,"2021-13",107,2.0
"LK Tübingen","Dußlingen","2021-04-01",2021,13,"2021-13",187,9.0
"LK Tübingen","Gomaringen","2021-04-01",2021,13,"2021-13",243,2.0
"LK Tübingen","Hirrlingen","2021-04-01",2021,13,"2021-13",97,1.0
"LK Tübingen","Kirchentelllinsfurt","2021-04-01",2021,13,"2021-13",197,7.0
"LK Tübingen","Kusterdingen","2021-04-01",2021,13,"2021-13",258,4.0
"LK Tübingen","LK","2021-04-01",2021,13,"2021-13",6965,""
"LK Tübingen","Mössingen","2021-04-01",2021,13,"2021-13",767,39.0
"LK Tübingen","Nehren","2021-04-01",2021,13,"2021-13",97,1.0
"LK Tübingen","Neustetten","2021-04-01",2021,13,"2021-13",154,8.0
"LK Tübingen","Ofterdingen","2021-04-01",2021,13,"2021-13",204,9.0
"LK Tübingen","Rottenburg","2021-04-01",2021,13,"2021-13",1533,100.0
"LK Tübingen","Starzach","2021-04-01",2021,13,"2021-13",176,7.0
"LK Tübingen","Tübingen","2021-04-01",2021,13,"2021-13",2466,105.0
"LK Tübingen","Ammerbuch","2021-04-08",2021,14,"2021-14",353,9.0
"LK Tübingen","Bodelshausen","2021-04-08",2021,14,"2021-14",143,8.0
"LK Tübingen","Dettenhausen","2021-04-08",2021,14,"2021-14",113,6.0
"LK Tübingen","Dußlingen","2021-04-08",2021,14,"2021-14",187,0.0
"LK Tübingen","Gomaringen","2021-04-08",2021,14,"2021-14",253,10.0
"LK Tübingen","Hirrlingen","2021-04-08",2021,14,"2021-14",100,3.0
"LK Tübingen","Kirchentelllinsfurt","2021-04-08",2021,14,"2021-14",204,7.0
"LK Tübingen","Kusterdingen","2021-04-08",2021,14,"2021-14",262,4.0
"LK Tübingen","LK","2021-04-08",2021,14,"2021-14",7169,""
"LK Tübingen","Mössingen","2021-04-08",2021,14,"2021-14",782,15.0
"LK Tübingen","Nehren","2021-04-08",2021,14,"2021-14",99,2.0
"LK Tübingen","Neustetten","2021-04-08",2021,14,"2021-14",154,0.0
"LK Tübingen","Ofterdingen","2021-04-08",2021,14,"2021-14",211,7.0
"LK Tübingen","Rottenburg","2021-04-08",2021,14,"2021-14",1609,76.0
"LK Tübingen","Starzach","2021-04-08",2021,14,"2021-14",177,1.0
"LK Tübingen","Tübingen","2021-04-08",2021,14,"2021-14",2522,56.0
"LK Tübingen","Ammerbuch","2021-04-15",2021,15,"2021-15",367,14.0
"LK Tübingen","Bodelshausen","2021-04-15",2021,15,"2021-15",146,3.0
"LK Tübingen","Dettenhausen","2021-04-15",2021,15,"2021-15",114,1.0
"LK Tübingen","Dußlingen","2021-04-15",2021,15,"2021-15",203,16.0
"LK Tübingen","Gomaringen","2021-04-15",2021,15,"2021-15",272,19.0
"LK Tübingen","Hirrlingen","2021-04-15",2021,15,"2021-15",105,5.0
"LK Tübingen","Kirchentellinsfurt","2021-04-15",2021,15,"2021-15",210,6.0
"LK Tübingen","Kusterdingen","2021-04-15",2021,15,"2021-15",270,8.0
"LK Tübingen","LK","2021-04-15",2021,15,"2021-15",7543,337.0
"LK Tübingen","Mössingen","2021-04-15",2021,15,"2021-15",808,26.0
"LK Tübingen","Nehren","2021-04-15",2021,15,"2021-15",106,7.0
"LK Tübingen","Neustetten","2021-04-15",2021,15,"2021-15",157,3.0
"LK Tübingen","Ofterdingen","2021-04-15",2021,15,"2021-15",222,11.0
"LK Tübingen","Rottenburg","2021-04-15",2021,15,"2021-15",1776,130.0
"LK Tübingen","Starzach","2021-04-15",2021,15,"2021-15",181,4.0
"LK Tübingen","Tübingen","2021-04-15",2021,15,"2021-15",2606,84.0
"LK Tübingen","Ammerbuch","2021-04-22",2021,16,"2021-16",379,12.0
"LK Tübingen","Bodelshausen","2021-04-22",2021,16,"2021-16",156,10.0
"LK Tübingen","Dettenhausen","2021-04-22",2021,16,"2021-16",114,0.0
"LK Tübingen","Dußlingen","2021-04-22",2021,16,"2021-16",220,17.0
"LK Tübingen","Gomaringen","2021-04-22",2021,16,"2021-16",309,37.0
"LK Tübingen","Hirrlingen","2021-04-22",2021,16,"2021-16",109,4.0
"LK Tübingen","Kusterdingen","2021-04-22",2021,16,"2021-16",288,18.0
"LK Tübingen","LK","2021-04-22",2021,16,"2021-16",7693,397.0
"LK Tübingen","Mössingen","2021-04-22",2021,16,"2021-16",848,40.0
"LK Tübingen","Nehren","2021-04-22",2021,16,"2021-16",121,15.0
"LK Tübingen","Neustetten","2021-04-22",2021,16,"2021-16",162,5.0
"LK Tübingen","Ofterdingen","2021-04-22",2021,16,"2021-16",228,6.0
"LK Tübingen","Rottenburg","2021-04-22",2021,16,"2021-16",1869,130.0
"LK Tübingen","Starzach","2021-04-22",2021,16,"2021-16",184,3.0
"LK Tübingen","Tübingen","2021-04-22",2021,16,"2021-16",2706,100.0
